MarketWatch,business,WSJ,TheEconomist,nytimes,MorganStanley
0.19063214696252026,0.21670491828857366,0.16088588915568072,0.2287387995085014,0.1749464175370136,0.12171776910639429
0.22748967640145473,0.2145165427628339,0.15629543557244932,0.18920063619107963,0.1351383135993575,0.10955881581314894
0.25904982298804496,0.2041229830676754,0.14518939523531288,0.18896963213361262,0.11848240769702058,0.09523734480060835
0.26676838912352957,0.21829792219948693,0.15898422356702344,0.20517927550570406,0.1390656996351545,0.09447957529815032
0.2573237759042894,0.2055270426061832,0.1363837415539561,0.17582141983541485,0.14684264803457944,0.12164775889177491
0.24095905313497681,0.20335869588154598,0.11672196101036615,0.22970562902892666,0.16545536360457827,0.08307008303317369
0.23258094101706944,0.21541615531541888,0.1431698709700516,0.19083277349630137,0.138846346622127,0.0867259087478839
0.2706172272366778,0.22791811359865033,0.11677872346755064,0.16346478503435016,0.19430245192394172,0.11175541384165244
0.263708893263949,0.20404639010778863,0.18208358562594448,0.1742345456735024,0.19579952478270338,0.04819905596697287
0.2826636583171218,0.20652356391691543,0.137583867265871,0.17856891520265752,0.15530722414385018,0.14018449809986266
0.29410776948000916,0.20508455815813384,0.17391456140371933,0.15864692649430392,0.20848310552340724,0.16682293420538097
0.22113525940211232,0.21901942183090928,0.16416752143108776,0.19185194661728147,0.1344063898927814,0.13363878787598318
0.21857244200037662,0.22299704855657063,0.1374410713136086,0.18909965772850285,0.16608847694337567,0.017411620874992373
0.3013360005875552,0.23553887678732724,0.14994914938410472,0.16615796303115027,0.13938967066561422,0.11624651617857733
0.248971466159971,0.23313689224562686,0.16076527209306113,0.22424317687874515,0.13270625994277915,0.09649582886966088
0.2246056988581265,0.2237794870300065,0.1779848735276152,0.19790059360249262,0.16098810112691556,0.12318789931920462
0.23667310186841778,0.21782169621130265,0.1501010853050396,0.1865537822791463,0.10442162980026563,0.09962886045865199
0.25589032661739275,0.22306838989162966,0.150007651559328,0.192263207578065,0.14576850005854225,0.10245334540095889
0.2824255668115411,0.21482653346284486,0.13547598336541158,0.20397539032868847,0.16297502139808193,0.08163319263640707
0.2861784045541205,0.24355670521641987,0.1393223318048698,0.2092145776647539,0.11022348433664272,0.09220619631779471
0.26226712666644775,0.2323209256602106,0.15515526203015376,0.19918787910209568,0.1390327696119603,0.0
0.22510959594945923,0.2188044177375463,0.14055361932374524,0.1849057939164812,0.153855552258822,0.14336952066942488
0.2525953675870086,0.22608719892436852,0.15871984261605798,0.18823200350272032,0.11851651484161456,0.023593952310654143
0.254154589374419,0.23074755094546986,0.16052350316963732,0.20048442758165905,0.15505626017629281,0.10326244447010495
0.2872802689242988,0.2354605091954521,0.15716864131861652,0.18603270054128093,0.14735779509550218,0.15138312058151926
0.2978601100532452,0.24150757943850987,0.1710475593302638,0.20948817059738362,0.13420255709895285,0.17568549311235032
0.3217155664596647,0.22906994942189302,0.12115135874611181,0.19765825752877086,0.14159649137142236,0.2593054408865887
0.24830331938597366,0.21027573269194558,0.1569596271619429,0.2259297174544736,0.1296014260770924,0.07609003176638118
0.28412408659134364,0.20616831776262426,0.16818381091963944,0.1873712528220028,0.12280565354178771,0.28968560704182034
0.3047289492913561,0.2281119103908955,0.15481262754694894,0.1812034263309422,0.12893914316537597,0.12071077793277762
0.23783661670015632,0.2425987824552069,0.1517451004924209,0.18605435205525042,0.1450230614108719,0.004770776894220489
0.26226606837674293,0.21584954041230395,0.11970120728874413,0.17506244990208314,0.14499457685588088,0.11059104372957676
0.2541450082906326,0.20743962320656698,0.15626981014174124,0.2165312240037779,0.1326580228766636,0.1519784787343646
0.22536965169454187,0.21268455187623259,0.12561030907290827,0.178483124891588,0.12016977680737642,0.10826538650598398
0.2635194592266615,0.22943055917349284,0.1400925333220972,0.18730953218280688,0.12752241530081385,0.1679863873282356
0.25884044900350495,0.2170875808204243,0.16108711337410478,0.2183815191643844,0.14913450182777258,0.0819729049912894
0.27306659261658317,0.2168273662367115,0.1361235813311625,0.20333715992925697,0.13399096905388214,0.032611711747930094
0.2533546927692271,0.2139323373416005,0.1386483602264676,0.2177080565860355,0.14331549418181064,0.014061747155318383
0.2821214302214006,0.21779895178277517,0.13503711888922118,0.23012062563671792,0.13317665787882427,0.03687279733910417
0.24747188620983568,0.2159036337545934,0.1509900327586068,0.23519486730596614,0.17156022295026968,0.09923810303474427
0.25221848290143795,0.21716273332206135,0.17844654428652093,0.20108763337570024,0.17470652538626164,0.12149359299223489
0.2610485850158772,0.2183052835395262,0.1622469071464653,0.1907761678729901,0.12865668869565142,0.15978735165931493
0.28141281302606547,0.22069718374886213,0.15072144989366434,0.20566189461196752,0.14942536518872954,0.09031941944650432
0.267704615521843,0.21125805374521528,0.13842338869219978,0.20623912248581933,0.14747579159872568,0.11284036189543722
0.29386780189727857,0.21043726135683394,0.1630022827045795,0.15653133832694288,0.15688601724618853,0.059538292707668056
0.2765884703138633,0.2329169579217289,0.17005751486950557,0.18144799932012878,0.12509424860283894,0.13675868810334693
0.31563781821304643,0.22765415025007296,0.12956200808562932,0.18985786514064437,0.12463503397334337,0.12055625539075847
